store,attribute_set,type,category_ids,sku,name,meta_title,meta_description,meta_keyword,description,short_description,price,special_price,status,visibility,options_container,weight,url_key,url_path,tax_class_id,page_layout,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,manage_stock,use_config_manage_stock,qty,jewel_size_sml,junior_maten,ladies_or_men,lengte,ring_maten,model_nummer
admin,default,simple,"3,4,8,290,291",thomas_sabo_K0001-023-11,Obsidiaan (Mat),Thomas Sabo Obsidiaan (Mat) K0001-023-11,"Karma bead 'Obsidiaan (Mat)' van Thomas Sabo is een mat zwarte bead, gemaakt van 925 Sterling zilver en obsidiaan. Deze bead is perfect om expressieve combinaties te creëren voor een armband of ketting. De bead straalt een 'Rock 'n Roll' sfeer uit. (Groot",Thomas Sabo Beads,"<BR><div style=""text-align:justify"">Karma bead 'Obsidiaan (Mat)' van Thomas Sabo is een mat zwarte bead, gemaakt van 925 Sterling zilver en obsidiaan.<BR><BR>Deze bead is perfect om expressieve combinaties te creëren voor een armband of ketting. De bead straalt een 'Rock 'n Roll' sfeer uit.<BR><BR>(Grootte: 1.0 cm)</div><BR>",thomas_sabo_K0001-023-11,19.00,,1,4,Block after info Column,0,obsidiaan-mat-thomas-sabo-k0001-023-11,obsidiaan-mat-thomas-sabo-k0001-023-11.html,0,No layout updates,+/thomas_sabo/thomas_sabo_K0001-023-11.jpg,+/thomas_sabo/thomas_sabo_K0001-023-11.jpg,+/thomas_sabo/thomas_sabo_K0001-023-11.jpg,Obsidiaan (Mat),Obsidiaan (Mat),Obsidiaan (Mat),0,0,1,,,,,,
admin,default,simple,"3,4,8,290,291",thomas_sabo_K0017-001-12,Golf,Thomas Sabo Golf K0017-001-12,Karma bead 'Golf' van Thomas Sabo is gemaakt van 925 Sterling zilver. Deze bead is zowel voortreffelijk als elegant en heeft een oppervlak van zeer fijn zilverwerk. De golfbewegingen harmoniseren bijzonder goed met de driekleurige Karma beads. (Grootte: 1,Thomas Sabo Beads,"<BR><div style=""text-align:justify"">Karma bead 'Golf' van Thomas Sabo is gemaakt van 925 Sterling zilver.<BR><BR>Deze bead is zowel voortreffelijk als elegant en heeft een oppervlak van zeer fijn zilverwerk. De golfbewegingen harmoniseren bijzonder goed met de driekleurige Karma beads.<BR><BR>(Grootte: 1.1 cm)</div><BR>",thomas_sabo_K0017-001-12,29.00,,1,4,Block after info Column,0,golf-thomas-sabo-k0017-001-12,golf-thomas-sabo-k0017-001-12.html,0,No layout updates,+/thomas_sabo/thomas_sabo_K0017-001-12.jpg,+/thomas_sabo/thomas_sabo_K0017-001-12.jpg,+/thomas_sabo/thomas_sabo_K0017-001-12.jpg,Golf,Golf,Golf,0,0,1,,,,,,
admin,default,simple,"3,4,8,290,291",thomas_sabo_K0004-082-14,Witte parel,Thomas Sabo Witte parel K0004-082-14,"Karma bead 'Witte parel' van Thomas Sabo bestaat uit een heldere witte parel. Deze bead glanst op een zeer fijne, elegante manier en is heel vrouwelijk. De voortreffelijke glans voegt glamour toe aan iedere combinatie van juwelen. De bead is goed te combi",Thomas Sabo Beads,"<BR><div style=""text-align:justify"">Karma bead 'Witte parel' van Thomas Sabo bestaat uit een heldere witte parel.<BR><BR>Deze bead glanst op een zeer fijne, elegante manier en is heel vrouwelijk. De voortreffelijke glans voegt glamour toe aan iedere combinatie van juwelen. De bead is goed te combineren met Karma beads die verguld of roségoud-verguld zijn.<BR><BR>(Grootte: 0.9 cm)</div><BR>",thomas_sabo_K0004-082-14,24.00,,1,4,Block after info Column,0,witte-parel-thomas-sabo-k0004-082-14,witte-parel-thomas-sabo-k0004-082-14.html,0,No layout updates,+/thomas_sabo/thomas_sabo_K0004-082-14.jpg,+/thomas_sabo/thomas_sabo_K0004-082-14.jpg,+/thomas_sabo/thomas_sabo_K0004-082-14.jpg,Witte parel,Witte parel,Witte parel,0,0,1,,,,,,
admin,default,simple,"3,4,8,290,291",thomas_sabo_K0018-415-12,Hartjes,Thomas Sabo Hartjes K0018-415-12,"Karma bead 'Hartjes' van Thomas Sabo is gemaakt van roségoud-verguld 925 Sterling zilver. De bead heeft een oppervlak van gedetailleerde uitgesneden hartjes, glanst op een schitterende manier en is goed te combineren met iedere combinatie van Karma beads.",Thomas Sabo Beads,"<BR><div style=""text-align:justify"">Karma bead 'Hartjes' van Thomas Sabo is gemaakt van roségoud-verguld 925 Sterling zilver.<BR><BR>De bead heeft een oppervlak van gedetailleerde uitgesneden hartjes, glanst op een schitterende manier en is goed te combineren met iedere combinatie van Karma beads. Deze bead is ideaal voor een romantische combinatie.<BR><BR>(Grootte: 1.1 cm)</div><BR>",thomas_sabo_K0018-415-12,49.00,,1,4,Block after info Column,0,hartjes-thomas-sabo-k0018-415-12,hartjes-thomas-sabo-k0018-415-12.html,0,No layout updates,+/thomas_sabo/thomas_sabo_K0018-415-12.jpg,+/thomas_sabo/thomas_sabo_K0018-415-12.jpg,+/thomas_sabo/thomas_sabo_K0018-415-12.jpg,Hartjes,Hartjes,Hartjes,0,0,1,,,,,,
admin,default,simple,"3,4,8,290,291",thomas_sabo_K0024-051-14,Wit pavé,Thomas Sabo Wit pave K0024-051-14,Karma bead 'Wit pavé' van Thomas Sabo is gemaakt van 925 Sterling zilver en versierd met synthetisch zirkonia. Elegant en tijdloos - deze bead is ideale klassieker. Goed te combineren met Karma beads in drie kleuren. (Grootte: 1.0 cm),Thomas Sabo Beads,"<BR><div style=""text-align:justify"">Karma bead 'Wit pavé' van Thomas Sabo is gemaakt van 925 Sterling zilver en versierd met synthetisch zirkonia.<BR><BR>Elegant en tijdloos - deze bead is ideale klassieker. Goed te combineren met Karma beads in drie kleuren.<BR><BR>(Grootte: 1.0 cm)</div><BR>",thomas_sabo_K0024-051-14,79.00,,1,4,Block after info Column,0,wit-pave-thomas-sabo-k0024-051-14,wit-pave-thomas-sabo-k0024-051-14.html,0,No layout updates,+/thomas_sabo/thomas_sabo_K0024-051-14.jpg,+/thomas_sabo/thomas_sabo_K0024-051-14.jpg,+/thomas_sabo/thomas_sabo_K0024-051-14.jpg,Wit pave,Wit pave,Wit pave,0,0,1,,,,,,
admin,default,simple,"3,4,8,290,291",thomas_sabo_K0058-051-11,Fast lane,Thomas Sabo Fast lane K0058-051-11,Karma bead 'Fast lane' van Thomas Sabo is vervaardigd van 925 Sterling zilver en bezet met zwart synthetisch zirkonia. De bead is zowel chique als modieus en mannelijk. Goed te combineren met andere 'Rebel at Heart' ontwerpen. (Grootte: 1.0 cm),Thomas Sabo Beads,"<BR><div style=""text-align:justify"">Karma bead 'Fast lane' van Thomas Sabo is vervaardigd van 925 Sterling zilver en bezet met zwart synthetisch zirkonia.<BR><BR>De bead is zowel chique als modieus en mannelijk. Goed te combineren met andere 'Rebel at Heart' ontwerpen.<BR><BR>(Grootte: 1.0 cm)</div><BR>",thomas_sabo_K0058-051-11,49.00,,1,4,Block after info Column,0,fast-lane-thomas-sabo-k0058-051-11,fast-lane-thomas-sabo-k0058-051-11.html,0,No layout updates,+/thomas_sabo/thomas_sabo_K0058-051-11.jpg,+/thomas_sabo/thomas_sabo_K0058-051-11.jpg,+/thomas_sabo/thomas_sabo_K0058-051-11.jpg,Fast lane,Fast lane,Fast lane,0,0,1,,,,,,
admin,default,simple,"3,4,8,290,291",thomas_sabo_K0002-023-11,Obsidiaan,Thomas Sabo Obsidiaan K0002-023-11,"Karma bead 'Obsidiaan' van Thomas Sabo gemaakt van obsidiaan en 925 Sterling zilver. De zwarte obsidiaan met een intensieve glans, voegt waarde toe aan iedere combinatie van Karma beads. Bijzonder goed te combineren met zilveren en gekleurde beads. (Groot",Thomas Sabo Beads,"<BR><div style=""text-align:justify"">Karma bead 'Obsidiaan' van Thomas Sabo gemaakt van obsidiaan en 925 Sterling zilver.<BR><BR>De zwarte obsidiaan met een intensieve glans, voegt waarde toe aan iedere combinatie van Karma beads. Bijzonder goed te combineren met zilveren en gekleurde beads.<BR><BR>(Grootte: 1.0 cm)</div><BR>",thomas_sabo_K0002-023-11,19.00,,1,4,Block after info Column,0,obsidiaan-thomas-sabo-k0002-023-11,obsidiaan-thomas-sabo-k0002-023-11.html,0,No layout updates,+/thomas_sabo/thomas_sabo_K0002-023-11.jpg,+/thomas_sabo/thomas_sabo_K0002-023-11.jpg,+/thomas_sabo/thomas_sabo_K0002-023-11.jpg,Obsidiaan,Obsidiaan,Obsidiaan,0,0,1,,,,,,
admin,default,simple,"3,4,8,290,291",thomas_sabo_K0049-010-6,Groen Aventurijn,Thomas Sabo Groen Aventurijn K0049-010-6,"Karma bead 'Groen Aventurijn' van Thomas Sabo, gemaakt van groen aventurijnglas en 925 Sterling zilver. Deze bead straalt optimisme uit. Dankzij het groene gepolijste oppervlak is deze Karma bead perfect te combineren met twee- en driekleurige beads. (Gro",Thomas Sabo Beads,"<BR><div style=""text-align:justify"">Karma bead 'Groen Aventurijn' van Thomas Sabo, gemaakt van groen aventurijnglas en 925 Sterling zilver.<BR><BR>Deze bead straalt optimisme uit. Dankzij het groene gepolijste oppervlak is deze Karma bead perfect te combineren met twee- en driekleurige beads.<BR><BR>(Grootte: 1.0 cm)</div><BR>",thomas_sabo_K0049-010-6,19.00,,1,4,Block after info Column,0,groen-aventurijn-thomas-sabo-k0049-010-6,groen-aventurijn-thomas-sabo-k0049-010-6.html,0,No layout updates,+/thomas_sabo/thomas_sabo_K0049-010-6.jpg,+/thomas_sabo/thomas_sabo_K0049-010-6.jpg,+/thomas_sabo/thomas_sabo_K0049-010-6.jpg,Groen Aventurijn,Groen Aventurijn,Groen Aventurijn,0,0,1,,,,,,
admin,default,simple,"3,4,8,290,291",thomas_sabo_K0021-001-12,Goa,Thomas Sabo Goa K0021-001-12,"Thomas Sabo 'Goa' Karma bead, gemaakt van 925 Sterling zilver. De Goa bead is een eerbetoon aan de gedetailleerde juwelen van Thomas Sabo. Deze bead heeft een uniek, natuurlijk en Aziatisch motief. Simpelweg een ware must-have. (Grootte: 0.9 cm)",Thomas Sabo Beads,"<BR><div style=""text-align:justify"">Thomas Sabo 'Goa' Karma bead, gemaakt van 925 Sterling zilver.<BR><BR>De Goa bead is een eerbetoon aan de gedetailleerde juwelen van Thomas Sabo. Deze bead heeft een uniek, natuurlijk en Aziatisch motief. Simpelweg een ware must-have.<BR><BR>(Grootte: 0.9 cm)</div><BR>",thomas_sabo_K0021-001-12,24.00,,1,4,Block after info Column,0,goa-thomas-sabo-k0021-001-12,goa-thomas-sabo-k0021-001-12.html,0,No layout updates,+/thomas_sabo/thomas_sabo_K0021-001-12.jpg,+/thomas_sabo/thomas_sabo_K0021-001-12.jpg,+/thomas_sabo/thomas_sabo_K0021-001-12.jpg,Goa,Goa,Goa,0,0,1,,,,,,
admin,default,simple,"3,4,8,290,291",thomas_sabo_K0006-001-12,Hartjes,Thomas Sabo Hartjes K0006-001-12,"Thomas Sabo Karma bead 'Hartjes', gemaakt van 925 Sterling zilver. Deze prachtige gedetailleerde bead met uitgesneden hartjes biedt glans aan iedere combinatie van Karma beads. De liefdevolle bead is tegelijkertijd speels. (Grootte: 1.1 cm)",Thomas Sabo Beads,"<BR><div style=""text-align:justify"">Thomas Sabo Karma bead 'Hartjes', gemaakt van 925 Sterling zilver.<BR><BR>Deze prachtige gedetailleerde bead met uitgesneden hartjes biedt glans aan iedere combinatie van Karma beads. De liefdevolle bead is tegelijkertijd speels.<BR><BR>(Grootte: 1.1 cm)</div><BR>",thomas_sabo_K0006-001-12,24.00,,1,4,Block after info Column,0,hartjes-thomas-sabo-k0006-001-12,hartjes-thomas-sabo-k0006-001-12.html,0,No layout updates,+/thomas_sabo/thomas_sabo_K0006-001-12.jpg,+/thomas_sabo/thomas_sabo_K0006-001-12.jpg,+/thomas_sabo/thomas_sabo_K0006-001-12.jpg,Hartjes,Hartjes,Hartjes,0,0,1,,,,,,
